Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2019-02-26 00:00:00+01:00,20.0,20.0,20.0,20.0,0,0.0,0.0,0.0
2019-02-27 00:00:00+01:00,20.005849838256836,20.005849838256836,20.005849838256836,20.005849838256836,0,0.0,0.0,0.0
2019-02-28 00:00:00+01:00,19.95121955871582,19.95121955871582,19.95121955871582,19.95121955871582,0,0.0,0.0,0.0
2019-03-01 00:00:00+01:00,20.05190086364746,20.05190086364746,20.05190086364746,20.05190086364746,0,0.0,0.0,0.0
2019-03-04 00:00:00+01:00,17.73699951171875,17.759000778198242,17.65399932861328,17.65399932861328,729,0.0,0.0,0.0
2019-03-05 00:00:00+01:00,17.65399932861328,17.65399932861328,17.65399932861328,17.65399932861328,0,0.0,0.0,0.0
2019-03-06 00:00:00+01:00,17.663999557495117,17.663999557495117,17.62299919128418,17.62299919128418,420,0.0,0.0,0.0
2019-03-07 00:00:00+01:00,17.62299919128418,17.62299919128418,17.62299919128418,17.62299919128418,0,0.0,0.0,0.0
2019-03-08 00:00:00+01:00,17.50149917602539,17.541500091552734,17.496000289916992,17.496000289916992,1362,0.0,0.0,0.0
2019-03-11 00:00:00+01:00,17.5625,17.69849967956543,17.556499481201172,17.69849967956543,1200,0.0,0.0,0.0
2019-03-12 00:00:00+01:00,17.74799919128418,17.74799919128418,17.695499420166016,17.708499908447266,2250,0.0,0.0,0.0
2019-03-13 00:00:00+01:00,17.694000244140625,17.828500747680664,17.694000244140625,17.802499771118164,150,0.0,0.0,0.0
2019-03-14 00:00:00+01:00,17.802499771118164,17.802499771118164,17.802499771118164,17.802499771118164,0,0.0,0.0,0.0
2019-03-15 00:00:00+01:00,17.802499771118164,17.802499771118164,17.802499771118164,17.802499771118164,0,0.0,0.0,0.0
2019-03-18 00:00:00+01:00,17.940500259399414,17.940500259399414,17.866500854492188,17.89550018310547,295,0.0,0.0,0.0
2019-03-19 00:00:00+01:00,17.941999435424805,18.014999389648438,17.941999435424805,18.002500534057617,275,0.0,0.0,0.0
2019-03-20 00:00:00+01:00,17.91950035095215,17.91950035095215,17.80150032043457,17.80150032043457,139523,0.0,0.0,0.0
2019-03-21 00:00:00+01:00,17.750499725341797,17.9325008392334,17.750499725341797,17.9325008392334,7,0.0,0.0,0.0
2019-03-22 00:00:00+01:00,17.9325008392334,17.9325008392334,17.9325008392334,17.9325008392334,0,0.0,0.0,0.0
2019-03-25 00:00:00+01:00,17.691499710083008,17.734500885009766,17.691499710083008,17.694000244140625,2660,0.0,0.0,0.0
2019-03-26 00:00:00+01:00,17.694000244140625,17.694000244140625,17.694000244140625,17.694000244140625,0,0.0,0.0,0.0
2019-03-27 00:00:00+01:00,17.694000244140625,17.694000244140625,17.694000244140625,17.694000244140625,0,0.0,0.0,0.0
2019-03-28 00:00:00+01:00,17.694000244140625,17.694000244140625,17.694000244140625,17.694000244140625,0,0.0,0.0,0.0
2019-03-29 00:00:00+01:00,17.986000061035156,18.017499923706055,17.986000061035156,18.017499923706055,820,0.0,0.0,0.0
2019-04-01 00:00:00+02:00,18.143999099731445,18.204999923706055,18.143999099731445,18.204999923706055,13,0.0,0.0,0.0
2019-04-02 00:00:00+02:00,18.239999771118164,18.276500701904297,18.239999771118164,18.263999938964844,2500,0.0,0.0,0.0
2019-04-03 00:00:00+02:00,18.336000442504883,18.353500366210938,18.296499252319336,18.353500366210938,1025,0.0,0.0,0.0
2019-04-04 00:00:00+02:00,18.29949951171875,18.323999404907227,18.29949951171875,18.304500579833984,491,0.0,0.0,0.0
2019-04-05 00:00:00+02:00,18.34600067138672,18.394500732421875,18.339000701904297,18.386999130249023,10807,0.0,0.0,0.0
2019-04-08 00:00:00+02:00,18.371999740600586,18.37649917602539,18.32699966430664,18.33099937438965,205,0.0,0.0,0.0
2019-04-09 00:00:00+02:00,18.33099937438965,18.33099937438965,18.33099937438965,18.33099937438965,0,0.0,0.0,0.0
2019-04-10 00:00:00+02:00,18.33099937438965,18.33099937438965,18.33099937438965,18.33099937438965,0,0.0,0.0,0.0
2019-04-11 00:00:00+02:00,18.29949951171875,18.350000381469727,18.29949951171875,18.31049919128418,500,0.0,0.0,0.0
2019-04-12 00:00:00+02:00,18.274999618530273,18.337499618530273,18.274999618530273,18.323999404907227,20160,0.0,0.0,0.0
2019-04-15 00:00:00+02:00,18.39299964904785,18.39299964904785,18.343000411987305,18.343000411987305,30,0.0,0.0,0.0
2019-04-16 00:00:00+02:00,18.398000717163086,18.444499969482422,18.398000717163086,18.422000885009766,2374,0.0,0.0,0.0
2019-04-17 00:00:00+02:00,18.406999588012695,18.41349983215332,18.367000579833984,18.367000579833984,21,0.0,0.0,0.0
2019-04-18 00:00:00+02:00,18.343000411987305,18.45199966430664,18.343000411987305,18.45199966430664,158,0.0,0.0,0.0
2019-04-23 00:00:00+02:00,18.543500900268555,18.658000946044922,18.466999053955078,18.658000946044922,6453,0.0,0.0,0.0
