Date,Open,High,Low,Close,Adj Close,Volume
2017-02-01,17.843750,18.035000,17.610001,17.722500,17.722500,6547155
2017-03-01,17.850000,17.854000,17.007500,17.231251,17.231251,9853837
2017-04-01,17.312000,17.453751,16.868000,16.965000,16.965000,5355526
2017-05-01,17.049999,17.239000,16.657499,16.740000,16.740000,4528745
2017-06-01,16.741249,16.741249,16.129999,16.570000,16.570000,3322120
2017-07-01,16.837500,17.067499,16.569000,17.067499,17.067499,798960
2017-08-01,16.897499,17.195000,16.708750,17.072500,17.072500,1604390
2017-09-01,17.181999,17.407499,17.125000,17.152500,17.152500,864962
2017-10-01,16.933750,17.514999,16.933750,17.450001,17.450001,2260158
2017-11-01,17.597500,17.832500,17.407499,17.487499,17.487499,2102484
2017-12-01,17.547501,17.850000,16.952499,17.822500,17.822500,2272988
2018-01-01,17.822500,18.639999,17.780001,18.232500,18.232500,1643217
2018-02-01,18.187500,18.264999,17.490000,18.004999,18.004999,1491198
2018-03-01,17.847500,18.107500,17.617500,17.709999,17.709999,2252662
2018-04-01,17.709999,18.502501,17.500000,18.226250,18.226250,1490177
2018-05-01,18.200001,18.762501,18.160000,18.549999,18.549999,2178778
2018-06-01,18.549999,18.549999,17.582500,17.877501,17.877501,1102298
2018-07-01,17.809999,17.809999,16.807501,17.517500,17.517500,351328
2018-08-01,17.327499,17.537500,16.807501,17.177500,17.177500,1227736
2018-09-01,17.139999,17.542500,16.875000,17.522499,17.522499,736430
2018-10-01,17.490000,18.022499,17.157400,17.148750,17.148750,737051
2018-11-01,17.187500,17.410940,16.667500,16.934999,16.934999,289347
2018-12-01,17.252501,17.275000,16.001249,16.001249,16.001249,442047
2019-01-01,16.001249,16.809999,15.822500,16.805000,16.805000,2353075
2019-02-01,16.650000,17.045000,16.430000,16.857500,16.857500,305828
2019-03-01,16.857500,17.075001,16.559999,16.875000,16.875000,206030
2019-04-01,16.887501,17.209999,16.712500,16.745001,16.745001,287523
2019-05-01,16.654301,16.705000,16.105000,16.342501,16.342501,508497
2019-06-01,16.165001,16.772499,15.957500,16.770000,16.770000,195326
2019-07-01,16.725000,16.895000,16.365000,16.540001,16.540001,411936
2019-08-01,16.397499,16.397499,15.805000,16.157499,16.157499,106438
2019-09-01,16.150000,16.967501,16.002501,16.317499,16.317499,484074
2019-10-01,16.295000,16.730000,16.207500,16.600000,16.600000,65375
2019-11-01,16.719999,17.004999,16.260000,16.260000,16.260000,243799
2019-12-01,16.254999,17.182501,16.244699,17.063749,17.063749,252380
2020-01-01,17.063749,17.212500,15.752500,15.847500,15.847500,361815
2020-02-01,15.705000,16.150000,14.877500,14.972500,14.972500,697241
2020-03-01,15.277500,15.545000,12.487500,13.122500,13.122500,609047
2020-04-01,13.122500,13.597500,12.505000,12.865000,12.865000,680158
2020-05-01,12.812500,13.527500,12.737500,13.261250,13.261250,103145
2020-06-01,13.480000,13.760000,13.250000,13.666250,13.666250,178788
2020-07-01,13.772500,14.580000,13.702500,14.526250,14.526250,131625
2020-08-01,14.555000,15.497500,14.517500,15.445000,15.445000,179534
2020-09-01,15.630000,15.642500,14.707500,14.891250,14.891250,220174
2020-10-01,15.017500,15.735000,14.645000,15.127500,15.127500,174840
2020-11-01,15.052500,15.852500,15.052500,15.728750,15.728750,298836
2020-12-01,15.997500,16.452499,15.477500,16.403749,16.403749,593631
2021-01-01,16.403749,17.174999,16.403749,16.976250,16.976250,930014
2021-02-01,17.127501,18.610001,17.065001,18.022499,18.022499,1496362
2021-03-01,18.187500,18.235001,17.342501,17.517500,17.517500,1667261
2021-04-01,17.645000,19.197500,17.581249,18.937500,18.937500,761307
2021-05-01,18.937500,19.945009,18.937500,19.641251,19.641251,2251310
2021-06-01,19.817499,20.162510,18.947500,19.547501,19.547501,851590
2021-07-01,19.965000,20.527500,18.250000,20.302500,20.302500,844410
2021-08-01,20.285000,20.350000,19.267500,20.227501,20.227501,445366
2021-09-01,20.237499,21.540001,20.040001,21.200001,21.200001,715429
2021-10-01,21.250000,22.347500,21.112499,21.760000,21.760000,879132
2021-11-01,21.705000,22.000000,20.190001,20.190001,20.190001,994699
2021-12-01,20.299999,21.187500,19.855000,20.889999,20.889999,766076
2022-01-01,20.889999,22.842501,20.889999,22.582500,22.582500,1428107
2022-02-01,22.557501,28.000000,22.557501,24.065001,24.065001,1734016
2022-03-01,24.397499,29.000000,24.365009,26.480000,26.480000,5225512
2022-04-01,25.992500,28.480000,25.889999,27.320000,27.320000,1669162
2022-05-01,27.320000,28.537510,26.000000,28.030001,28.030001,1870177
2022-06-01,27.837500,29.020000,24.962500,25.014999,25.014999,4063967
2022-07-01,24.580000,25.805010,20.230000,25.740000,25.740000,1726179
2022-08-01,25.299999,26.520000,24.500000,25.650000,25.650000,940051
2022-09-01,25.420000,25.787500,23.062500,23.820000,23.820000,1273463
2022-10-01,23.639999,24.930010,23.192499,23.802500,23.802500,893606
2022-11-01,24.132500,26.639999,23.882509,24.577499,24.577499,1484182
2022-12-01,24.650000,24.950001,23.230000,23.918751,23.918751,1696141
2023-01-01,23.918751,24.245001,22.782499,23.780001,23.780001,748963
2023-02-01,23.807501,23.862499,22.490000,22.680000,22.680000,1104838
2023-03-01,22.809999,23.087500,21.807501,22.600000,22.600000,1221746
2023-04-01,22.772499,23.357500,22.140829,22.397499,22.397499,458843
2023-05-01,22.397499,22.407499,20.975000,21.215000,21.215000,553566
2023-06-01,21.277500,22.790010,21.245001,21.995001,21.995001,3269295
2023-07-01,22.017500,23.547501,21.907499,23.342501,23.342501,639745
2023-08-01,23.385000,23.397511,22.620001,23.242500,23.242500,339312
2023-09-01,23.322500,23.709999,23.049999,23.174999,23.174999,450776
2023-10-01,23.075001,23.492510,22.190001,23.181250,23.181250,466526
2023-11-01,23.035000,23.375000,22.219999,22.514999,22.514999,590750
2023-12-01,22.500000,22.615000,21.299999,22.110001,22.110001,958152
2024-01-01,22.110001,22.187500,21.440001,22.051250,22.051250,284728
2024-02-01,21.982500,22.200001,20.965000,21.721251,21.721251,398444
2024-03-01,21.670000,22.575001,21.660000,22.372499,22.372499,904998
2024-04-01,22.372499,23.552500,22.372499,23.084999,23.084999,586973
2024-05-01,22.879999,24.357500,22.719999,23.857500,23.857500,652673
2024-05-24,0.000000,23.899990,23.817499,23.857500,23.857500,6260
