Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2008-01-02 00:00:00+01:00,120.84142303466797,120.84142303466797,120.84142303466797,120.84142303466797,0,0.0,0.0,0.0
2008-01-03 00:00:00+01:00,121.01212310791016,121.01212310791016,121.01212310791016,121.01212310791016,0,0.0,0.0,0.0
2008-01-04 00:00:00+01:00,121.42094421386719,121.42094421386719,121.42094421386719,121.42094421386719,0,0.0,0.0,0.0
2008-01-07 00:00:00+01:00,121.32477569580078,121.32477569580078,121.32477569580078,121.32477569580078,0,0.0,0.0,0.0
2008-01-08 00:00:00+01:00,120.79495239257812,120.79495239257812,120.79495239257812,120.79495239257812,0,0.0,0.0,0.0
2008-01-09 00:00:00+01:00,121.61973571777344,121.61973571777344,121.61973571777344,121.61973571777344,0,0.0,0.0,0.0
2008-01-10 00:00:00+01:00,121.30471801757812,121.30471801757812,121.30471801757812,121.30471801757812,0,0.0,0.0,0.0
2008-01-11 00:00:00+01:00,121.19889831542969,121.19889831542969,121.19889831542969,121.19889831542969,0,0.0,0.0,0.0
2008-01-14 00:00:00+01:00,121.55321502685547,121.55321502685547,121.55321502685547,121.55321502685547,0,0.0,0.0,0.0
2008-01-15 00:00:00+01:00,122.05817413330078,122.05817413330078,122.05817413330078,122.05817413330078,0,0.0,0.0,0.0
2008-01-16 00:00:00+01:00,122.56314086914062,122.56314086914062,122.56314086914062,122.56314086914062,0,0.0,0.0,0.0
2008-01-17 00:00:00+01:00,122.46935272216797,122.46935272216797,122.46935272216797,122.46935272216797,0,0.0,0.0,0.0
2008-01-18 00:00:00+01:00,122.60321044921874,122.60321044921874,122.60321044921874,122.60321044921875,0,0.0,0.0,0.0
2008-01-21 00:00:00+01:00,123.1723175048828,123.1723175048828,123.1723175048828,123.17231750488281,0,0.0,0.0,0.0
2008-01-22 00:00:00+01:00,121.61170959472656,121.61170959472656,121.61170959472656,121.61170959472656,0,0.0,0.0,0.0
2008-01-23 00:00:00+01:00,122.67376708984376,122.67376708984376,122.67376708984376,122.67376708984375,0,0.0,0.0,0.0
2008-01-24 00:00:00+01:00,121.3824691772461,121.3824691772461,121.3824691772461,121.3824691772461,0,0.0,0.0,0.0
2008-01-25 00:00:00+01:00,121.98765563964844,121.98765563964844,121.98765563964844,121.98765563964844,0,0.0,0.0,0.0
2008-01-28 00:00:00+01:00,122.29781341552734,122.29781341552734,122.29781341552734,122.29781341552734,0,0.0,0.0,0.0
2008-01-29 00:00:00+01:00,121.58046722412108,121.58046722412108,121.58046722412108,121.5804672241211,0,0.0,0.0,0.0
2008-01-30 00:00:00+01:00,121.29589843749999,121.29589843749999,121.29589843749999,121.2958984375,0,0.0,0.0,0.0
2008-01-31 00:00:00+01:00,122.85572052001952,122.85572052001952,122.85572052001952,122.85572052001953,0,0.0,0.0,0.0
2008-02-01 00:00:00+01:00,123.32463073730469,123.32463073730469,123.32463073730469,123.32463073730469,0,0.0,0.0,0.0
2008-02-04 00:00:00+01:00,123.02559661865234,123.02559661865234,123.02559661865234,123.02559661865234,0,0.0,0.0,0.0
2008-02-05 00:00:00+01:00,124.27684020996094,124.27684020996094,124.27684020996094,124.27684020996094,0,0.0,0.0,0.0
2008-02-06 00:00:00+01:00,123.46085357666016,123.46085357666016,123.46085357666016,123.46085357666016,0,0.0,0.0,0.0
2008-02-07 00:00:00+01:00,123.38551330566406,123.38551330566406,123.38551330566406,123.38551330566406,0,0.0,0.0,0.0
2008-02-08 00:00:00+01:00,123.57627868652344,123.57627868652344,123.57627868652344,123.57627868652344,0,0.0,0.0,0.0
2008-02-11 00:00:00+01:00,123.79429626464844,123.79429626464844,123.79429626464844,123.79429626464844,0,0.0,0.0,0.0
2008-02-12 00:00:00+01:00,121.96197509765625,121.96197509765625,121.96197509765625,121.96197509765625,0,0.0,0.0,0.0
2008-02-13 00:00:00+01:00,122.06217956542969,122.06217956542969,122.06217956542969,122.06217956542969,0,0.0,0.0,0.0
2008-02-14 00:00:00+01:00,121.69744110107422,121.69744110107422,121.69744110107422,121.69744110107422,0,0.0,0.0,0.0
2008-02-15 00:00:00+01:00,121.94833374023438,121.94833374023438,121.94833374023438,121.94833374023438,0,0.0,0.0,0.0
2008-02-18 00:00:00+01:00,121.23817443847656,121.23817443847656,121.23817443847656,121.23817443847656,0,0.0,0.0,0.0
2008-02-19 00:00:00+01:00,121.80247497558594,121.80247497558594,121.80247497558594,121.80247497558594,0,0.0,0.0,0.0
2008-02-20 00:00:00+01:00,121.35443878173828,121.35443878173828,121.35443878173828,121.35443878173828,0,0.0,0.0,0.0
2008-02-21 00:00:00+01:00,121.63091278076172,121.63091278076172,121.63091278076172,121.63091278076172,0,0.0,0.0,0.0
2008-02-22 00:00:00+01:00,121.43617248535156,121.43617248535156,121.43617248535156,121.43617248535156,0,0.0,0.0,0.0
2008-02-25 00:00:00+01:00,120.44465637207031,120.44465637207031,120.44465637207031,120.44465637207031,0,0.0,0.0,0.0
2008-02-26 00:00:00+01:00,120.05751037597656,120.05751037597656,120.05751037597656,120.05751037597656,0,0.0,0.0,0.0
2008-02-27 00:00:00+01:00,119.76258087158203,119.76258087158203,119.76258087158203,119.76258087158203,0,0.0,0.0,0.0
2008-02-28 00:00:00+01:00,121.08751678466797,121.08751678466797,121.08751678466797,121.08751678466797,0,0.0,0.0,0.0
2008-02-29 00:00:00+01:00,122.4132308959961,122.4132308959961,122.4132308959961,122.4132308959961,0,0.0,0.0,0.0
2008-03-03 00:00:00+01:00,122.68656921386719,122.68656921386719,122.68656921386719,122.68656921386719,0,0.0,0.0,0.0
2008-03-04 00:00:00+01:00,122.2601547241211,122.2601547241211,122.2601547241211,122.2601547241211,0,0.0,0.0,0.0
2008-03-05 00:00:00+01:00,120.85586547851562,120.85586547851562,120.85586547851562,120.85586547851562,0,0.0,0.0,0.0
2008-03-06 00:00:00+01:00,121.65743255615234,121.65743255615234,121.65743255615234,121.65743255615234,0,0.0,0.0,0.0
2008-03-07 00:00:00+01:00,121.24783325195314,121.24783325195314,121.24783325195314,121.24783325195312,0,0.0,0.0,0.0
2008-03-10 00:00:00+01:00,121.9259033203125,121.9259033203125,121.9259033203125,121.9259033203125,0,0.0,0.0,0.0
2008-03-11 00:00:00+01:00,121.70870971679688,121.70870971679688,121.70870971679688,121.70870971679688,0,0.0,0.0,0.0
