DateTime,Ticker,Open,Close,High,Low
2004-01-30 00:00:00,VBK,42.38344941713713,42.76748275756836,42.76748275756836,42.38344941713713
2004-02-02 00:00:00,VBK,42.89841975989331,42.72385787963867,42.89841975989331,42.72385787963867
2004-02-03 00:00:00,VBK,42.6801914242275,42.60163879394531,42.6801914242275,42.60163879394531
2004-02-04 00:00:00,VBK,42.243792874048616,41.67646789550781,42.243792874048616,41.67646789550781
2004-02-05 00:00:00,VBK,42.069240827602925,41.80739974975586,42.069240827602925,41.80739974975586
2004-02-06 00:00:00,VBK,42.44455741050394,42.811134338378906,42.811134338378906,42.44455741050394
2004-02-09 00:00:00,VBK,43.24752612851468,43.195159912109375,43.369718406113506,43.195159912109375
2004-02-10 00:00:00,VBK,43.291175842285156,43.291175842285156,43.42209807279335,43.291175842285156
2004-02-11 00:00:00,VBK,43.46572471213402,43.72756576538086,43.72756576538086,43.46572471213402
2004-02-12 00:00:00,VBK,43.814850721031725,43.718841552734375,43.937042997232055,43.64028889953562
2004-02-13 00:00:00,VBK,43.88466952594798,43.134056091308594,43.902126039484884,43.1166029072612
2004-02-17 00:00:00,VBK,43.59664410132514,43.77120590209961,43.77120590209961,43.50936153619319
2004-02-18 00:00:00,VBK,43.8934037836967,43.640289306640625,43.8934037836967,43.55301005982328
2004-02-19 00:00:00,VBK,43.98941309949012,43.256256103515625,43.98941309949012,43.256256103515625
2004-02-20 00:00:00,VBK,43.29116201070407,42.287437438964844,43.29116201070407,42.287437438964844
2004-02-23 00:00:00,VBK,41.89468947884936,41.76376724243164,42.025611715267075,41.606661890526695
2004-02-24 00:00:00,VBK,41.45828646344467,41.76376724243164,41.76376724243164,41.30118111153973
2004-02-25 00:00:00,VBK,41.80739974975586,41.80739974975586,41.80739974975586,41.80739974975586
2004-02-26 00:00:00,VBK,42.31361377361219,42.63655090332031,42.63655090332031,42.31361377361219
2004-02-27 00:00:00,VBK,43.020589357353174,43.02931594848633,43.02931594848633,42.767474931132334
2004-03-01 00:00:00,VBK,43.31733322143555,43.31733322143555,43.31733322143555,43.31733322143555
2004-03-02 00:00:00,VBK,43.841033721724905,43.596649169921875,43.84976364399776,43.596649169921875
2004-03-03 00:00:00,VBK,43.20388349032035,43.54427719116211,43.54427719116211,43.20388349032035
2004-03-04 00:00:00,VBK,43.858489990234375,43.858489990234375,43.858489990234375,43.858489990234375
2004-03-05 00:00:00,VBK,44.06797602596308,44.12034225463867,44.155255293416154,44.06797602596308
2004-03-08 00:00:00,VBK,44.3385423950894,43.526832580566406,44.3385423950894,43.526832580566406
2004-03-09 00:00:00,VBK,42.82857118994461,42.70637893676758,42.82857118994461,42.70637893676758
2004-03-10 00:00:00,VBK,42.462014730671754,41.76376724243164,42.462014730671754,41.76376724243164
2004-03-11 00:00:00,VBK,41.86848831176758,41.86848831176758,41.86848831176758,41.86848831176758
2004-03-12 00:00:00,VBK,42.10415581672923,41.85976791381836,42.10415581672923,41.85104132026338
2004-03-15 00:00:00,VBK,42.287438830662374,41.728843688964844,42.287438830662374,41.728843688964844
2004-03-16 00:00:00,VBK,41.93830951022583,41.33607482910156,41.93830951022583,41.11787342339853
2004-03-17 00:00:00,VBK,41.90340482506788,42.02560043334961,42.14779271214146,41.90340482506788
2004-03-18 00:00:00,VBK,42.02559618515738,41.58046340942383,42.02559618515738,41.58046340942383
2004-03-19 00:00:00,VBK,41.589176177978516,41.589176177978516,41.589176177978516,41.589176177978516
2004-03-22 00:00:00,VBK,40.93456812231521,40.419612884521484,40.93456812231521,40.419612884521484
2004-03-23 00:00:00,VBK,40.84729798204395,40.70764923095703,40.84729798204395,40.70764923095703
2004-03-24 00:00:00,VBK,40.70764435323519,40.620365142822266,40.70764435323519,40.620365142822266
