Date,Open,High,Low,Close,Adj Close,Volume
2012-06-01,48.192902,0.000000,0.000000,51.495499,51.495499,0
2012-07-01,51.700199,0.000000,0.000000,52.199402,52.199402,0
2012-08-01,52.139301,0.000000,0.000000,53.332500,53.332500,0
2012-09-01,53.435299,0.000000,0.000000,54.783798,54.783798,0
2012-10-01,55.080700,0.000000,0.000000,54.445702,54.445702,0
2012-11-01,54.898998,0.000000,0.000000,55.128899,55.128899,0
2012-12-01,55.105801,0.000000,0.000000,56.188900,56.188900,0
2013-01-01,57.429798,54.209999,54.209999,54.209999,54.209999,369
2013-02-01,53.279999,54.830002,53.279999,54.080002,54.080002,24109
2013-03-01,55.070000,56.980000,55.070000,56.570000,56.570000,24988
2013-04-01,56.570000,57.650002,54.700001,57.000000,57.000000,24846
2013-05-01,57.000000,61.790001,57.000000,59.240002,59.240002,16745
2013-06-01,59.240002,59.240002,53.590000,56.000000,56.000000,11746
2013-07-01,56.369999,60.750000,56.299999,57.549999,57.549999,10561
2013-08-01,57.549999,58.959999,55.889999,56.520000,56.520000,35635
2013-09-01,56.520000,59.529999,56.520000,57.490002,57.490002,67034
2013-10-01,57.490002,59.730000,57.189999,59.410000,59.410000,46995
2013-11-01,59.740002,60.939999,59.740002,60.470001,60.470001,98490
2013-12-01,61.070000,61.070000,57.910000,59.730000,59.730000,89248
2014-01-01,59.730000,61.360001,58.270000,58.270000,58.270000,13988
2014-02-01,58.270000,60.270000,57.759998,60.270000,60.270000,221071
2014-03-01,59.759998,60.369999,58.540001,60.259998,60.259998,210723
2014-04-01,59.919998,61.200001,59.029999,60.470001,60.470001,94998
2014-05-01,60.470001,62.849998,60.000000,62.799999,62.799999,49228
2014-06-01,62.799999,63.779999,62.799999,63.189999,63.189999,17506
2014-07-01,63.139999,64.889999,63.139999,63.889999,63.889999,113151
2014-08-01,63.889999,65.599998,62.000000,65.540001,65.540001,52214
2014-09-01,65.540001,66.870003,65.500000,66.300003,66.300003,24514
2014-10-01,65.330002,66.379997,60.529999,64.970001,64.970001,242582
2014-11-01,67.169998,68.589996,66.000000,68.290001,68.290001,45069
2014-12-01,68.199997,69.000000,64.629997,68.750000,68.750000,42286
2015-01-01,68.750000,69.529999,58.020000,63.080002,63.080002,197986
2015-02-01,63.599998,68.730003,63.599998,68.110001,68.110001,25156
2015-03-01,68.930000,70.730003,66.550003,68.500000,68.500000,66948
2015-04-01,68.480003,70.860001,67.809998,68.019997,68.019997,128060
2015-05-01,68.019997,69.570000,66.059998,68.550003,68.550003,11766
2015-06-01,68.779999,68.779999,65.709999,65.809998,65.809998,24561
2015-07-01,66.239998,68.940002,64.910004,67.209999,67.209999,17022
2015-08-01,68.099998,69.419998,57.450001,63.410000,63.410000,153596
2015-09-01,62.080002,64.989998,59.860001,60.400002,60.400002,45300
2015-10-01,62.500000,67.519997,61.959999,67.470001,67.470001,39669
2015-11-01,67.250000,70.000000,66.720001,69.860001,69.860001,21519
2015-12-01,69.860001,69.860001,63.299999,66.500000,66.500000,42055
2016-01-01,66.500000,66.500000,58.650002,63.130001,63.130001,57026
2016-02-01,62.990002,62.990002,56.459999,61.459999,61.459999,37134
2016-03-01,61.459999,64.300003,61.459999,63.889999,63.889999,5308
2016-04-01,62.939999,66.540001,61.980000,63.950001,63.950001,14863
2016-05-01,64.059998,67.110001,63.000000,66.699997,66.699997,22015
