Date,Open,High,Low,Close,Adj Close,Volume
2008-02-01,140.188995,0.000000,0.000000,141.352997,132.995163,0
2008-03-01,141.309006,0.000000,0.000000,140.294998,131.999741,0
2008-04-01,139.917007,0.000000,0.000000,136.792007,128.703873,0
2008-05-01,136.403000,0.000000,0.000000,135.141998,127.151436,0
2008-06-01,135.419998,0.000000,0.000000,133.882004,125.965897,0
2008-07-01,133.828003,0.000000,0.000000,136.076996,128.031143,0
2008-08-01,136.082001,0.000000,0.000000,137.391998,129.268402,0
2008-09-01,137.781006,0.000000,0.000000,139.065002,130.842468,0
2008-10-01,139.501999,0.000000,0.000000,139.557999,131.306259,0
2008-11-01,139.820999,0.000000,0.000000,142.207993,133.799622,0
2008-12-01,142.778000,0.000000,0.000000,144.143997,135.621155,0
2009-01-01,144.179993,145.449997,135.039993,145.080002,136.501816,68573
2009-02-01,135.039993,146.869995,135.039993,146.250000,137.602631,97760
2009-03-01,146.509995,147.509995,145.580002,147.509995,138.788132,112909
2009-04-01,147.580002,147.889999,145.330002,145.630005,137.019302,102215
2009-05-01,145.679993,146.820007,144.339996,144.649994,136.097229,201908
2009-06-01,146.729996,146.820007,143.610001,146.000000,137.367432,531874
2009-07-01,146.729996,147.270004,145.960007,147.210007,138.505875,412472
2009-08-01,146.779999,147.660004,145.660004,147.460007,138.741089,168247
2009-09-01,147.619995,148.529999,147.529999,148.289993,139.521988,108844
2009-10-01,148.649994,148.949997,146.309998,146.729996,138.054214,124668
2009-11-01,146.679993,147.860001,146.229996,147.669998,138.938675,120611
2009-12-01,147.649994,148.339996,147.190002,147.330002,138.618790,91869
2010-01-01,147.080002,148.759995,147.080002,148.240005,139.474976,105685
2010-02-01,148.300003,149.919998,148.220001,149.779999,140.923889,178527
2010-03-01,149.720001,150.479996,149.679993,150.479996,141.582520,124854
2010-04-01,150.509995,151.029999,148.130005,149.029999,140.218262,179901
2010-05-01,148.860001,151.789993,148.779999,150.210007,141.328506,87728
2010-06-01,150.419998,150.419998,149.410004,149.600006,140.754547,97134
