Date,Open,High,Low,Close,Adj Close,Volume
2021-08-01,10.208500,0.000000,0.000000,10.072800,10.072800,0
2021-09-01,10.078200,10.220000,9.744000,9.744000,9.744000,0
2021-10-01,9.798500,9.973500,9.619000,9.971500,9.971500,2527
2021-11-01,9.894000,10.223000,9.823000,10.217000,10.217000,17872
2021-12-01,10.163000,10.348000,9.947500,10.043000,10.043000,28
2022-01-01,10.043000,10.043000,9.553500,9.664500,9.664500,0
2022-02-01,9.613500,9.724000,9.239000,9.446000,9.446000,1151
2022-03-01,9.651000,9.651000,8.817500,9.026500,9.026500,841
2022-04-01,9.010500,9.010500,8.213500,8.245500,8.245500,2929
2022-05-01,8.245500,8.245500,7.862500,8.051500,8.051500,33531
2022-06-01,8.032500,8.032500,7.589500,7.981500,7.981500,3197
2022-07-01,8.034500,8.232000,7.805500,8.225500,8.225500,47463
2022-08-01,8.311500,8.311500,7.791000,7.858000,7.858000,1552
2022-09-01,7.651500,7.678000,7.113500,7.242500,7.242500,339254
2022-10-01,7.323000,7.323000,6.566500,6.805000,6.805000,207000
2022-11-01,6.845000,7.328000,6.668000,7.194500,7.194500,136319
2022-12-01,7.313000,7.639000,7.100000,7.149500,7.149500,55704
2023-01-01,7.149500,7.691000,7.149500,7.558000,7.558000,57317
2023-02-01,7.621000,7.735000,7.153000,7.196500,7.196500,73998
2023-03-01,7.149500,7.664000,7.063000,7.536000,7.536000,20562
2023-04-01,7.544000,7.800000,7.421500,7.607000,7.607000,164468
2023-05-01,7.607000,7.629000,7.208500,7.371500,7.371500,96939
2023-06-01,7.412500,7.462500,7.306500,7.381000,7.381000,269416
2023-07-01,7.378000,7.400000,7.167000,7.232000,7.232000,265956
2023-08-01,7.128000,7.128000,6.751000,7.046000,7.046000,37273
2023-09-01,6.937000,6.937000,6.503000,6.537000,6.537000,104273
2023-10-01,6.473000,6.511000,6.122000,6.248000,6.248000,748991
2023-11-01,6.207000,6.823000,6.205000,6.788000,6.788000,225337
2023-12-01,6.786000,7.394000,6.778000,7.336000,7.336000,732156
2024-01-01,7.336000,7.336000,6.971500,7.187500,7.187500,101070
2024-02-01,7.235000,7.327000,6.906000,7.027000,7.027000,107252
2024-03-01,7.009000,7.206000,6.954000,7.114000,7.114000,189471
2024-04-01,7.114000,7.114000,6.639000,6.695500,6.695500,1569454
2024-05-01,6.709000,6.997000,6.699000,6.904500,6.904500,1504669
2024-05-24,6.930000,6.930000,6.894000,6.904500,6.904500,1495
